----------------------------------------------------------------------------
	SCS v1.2.6 - Splitting Conic Solver
	(c) Brendan O'Donoghue, Stanford University, 2012-2016
----------------------------------------------------------------------------
Lin-sys: sparse-direct, nnz in A = 244
eps = 1.00e-04, alpha = 1.80, max_iters = 50000, normalize = 1, scale = 5.00
Variables n = 58, constraints m = 175
Cones:	primal zero / dual free vars: 22
	linear vars: 49
	soc vars: 12, soc blks: 2
	sd vars: 56, sd blks: 2
	exp vars: 36, dual exp vars: 0
Setup time: 2.76e-04s
----------------------------------------------------------------------------
 Iter | pri res | dua res | rel gap | pri obj | dua obj | kap/tau | time (s)
----------------------------------------------------------------------------
     0|      inf       inf      -nan      -inf      -inf       inf  5.75e-04 
 18800| 5.07e-05  2.69e-04  1.34e-04 -7.85e-02 -7.86e-02  0.00e+00  6.77e+00 
 18900| 5.08e-05  2.68e-04  1.41e-04 -7.85e-02 -7.86e-02  0.00e+00  6.81e+00 
 19000| 5.09e-05  2.66e-04  1.48e-04 -7.85e-02 -7.86e-02  0.00e+00  6.84e+00 
 19100| 5.09e-05  2.65e-04  1.54e-04 -7.85e-02 -7.86e-02  0.00e+00  6.88e+00 
 19200| 5.10e-05  2.63e-04  1.60e-04 -7.85e-02 -7.87e-02  0.00e+00  6.91e+00 
 19300| 5.10e-05  2.61e-04  1.65e-04 -7.85e-02 -7.87e-02  0.00e+00  6.95e+00 
 19400| 5.10e-05  2.60e-04  1.70e-04 -7.85e-02 -7.87e-02  0.00e+00  6.98e+00 
 19500| 5.10e-05  2.58e-04  1.75e-04 -7.85e-02 -7.87e-02  0.00e+00  7.02e+00 
 19600| 5.10e-05  2.56e-04  1.79e-04 -7.85e-02 -7.87e-02  0.00e+00  7.06e+00 
 19700| 5.10e-05  2.55e-04  1.83e-04 -7.85e-02 -7.87e-02  0.00e+00  7.09e+00 
 19800| 5.09e-05  2.53e-04  1.87e-04 -7.85e-02 -7.87e-02  0.00e+00  7.13e+00 
 19900| 5.09e-05  2.51e-04  1.90e-04 -7.85e-02 -7.87e-02  0.00e+00  7.16e+00 
